Марка;Модель;Годы;Экран;Магнитола;Цена магнитолы;Рамка;Артикул рамки;Цена рамки;Проводка;Цена проводки;Итого;Статус;Вариантов рамок;Вариантов проводки;Рамок с фото
Toyota;Hiace;2010–2019;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Hiace 2010+ 10 дюймов (правый руль, широкий кузов авто);TO 465T;2133;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19883;ок;1;6;0
Toyota;Hiace;2019–2026;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Hiace (H300) 2019+ 9 дюймов (левый руль);TO 568N;625;Переходник Андроид магнитолы для Toyota 2012+ (BC2);3310;20935;ок;1;6;0
Toyota;Highlander;2000–2007;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Highlander, Kluger 2000 - 2007 9 дюймов (серая);TO 614N;3135;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;20785;ок;1;9;0
Toyota;Highlander;2007–2013;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Highlander 2007 - 2013, энкодер отсутствует, 10 дюймов;TK221;1165;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18915;ок;2;9;0
Toyota;Highlander;2013–2019;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Highlander 2013 - 2019 10 дюймов;TO 233T;732;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18482;ок;1;9;0
Toyota;Highlander;2019–2026;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Highlander 2019+ 9 дюймов;TO 551N;787;Переходник Андроид магнитолы для Toyota 2012+;4718;22505;ок;1;9;0
Toyota;Highlander;2019–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Highlander 2019+ 10 дюймов;TO 550T;962;Переходник Андроид магнитолы для Toyota 2012+;4718;22780;ок;1;9;0
Toyota;Hilux;2005–2008;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Hilux, Fortuner 2005 - 2008 9 дюймов (авто с климат-контролем);TO 213N;1352;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19002;ок;2;5;0
Toyota;Hilux;2005–2015;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Hilux, Fortuner 2005 - 2015 для 12,3 дюйма магнитолы (авто с кондиционером) Черная;K90 PA7/PA5;8368;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;35418;ок;1;5;0
Toyota;Hilux;2008–2015;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Hilux, Fortuner 2008 - 2015 9 дюймов;TK571;1623;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19273;ок;2;5;0
Toyota;Hilux;2008–2015;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Hilux, Fortuner 2008 - 2015 для 12,3 дюйма магнитолы (авто с кондиционером) Орех;K98 PA7/PA5;8368;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;35418;ок;1;5;0
Toyota;Hilux;2015–2021;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Hilux 2015+ (левый руль) 10 дюймов;TK600;1552;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19302;ок;1;5;0
Toyota;Hilux;2015–2022;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Hilux 2015+ (правый руль) для 12,3 дюйма магнитолы;K357+K328;6829;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;33879;ок;1;5;0
Toyota;Hilux Surf;1996–2002;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Hilux Surf 1996 - 2002 10 дюймов;TO 400T;1209;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18959;ок;1;5;0
Toyota;Hilux Surf;2002–2009;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Hilux Surf 2002 - 2009 9 дюймов;TO 402N;658;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18308;ок;1;5;0
Toyota;Ipsum;1998–2001;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Ipsum 1998 - 2001, Gaia 1998 - 2004 9 дюймов (в верхн. часть панели);TO 453N;2002;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19652;ок;1;5;0
Toyota;Ipsum;2001–2009;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Ipsum 2001 - 2009 9 дюймов;TO 441N;1130;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18780;ок;3;5;0
Toyota;Isis;2004–2017;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Isis 2004 - 2017 9 дюймов;TO 458N;1164;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18814;ок;1;5;0
Toyota;Ist;2002–2007;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Ist 2002 - 2007 10 дюймов;TO 396T;1350;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19100;ок;1;5;0
Toyota;Ist;2007–2016;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Ist 2007 - 2016 9 дюймов;TO 388N;1124;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18774;ок;1;5;0
Toyota;Land Cruiser;1998–2002;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Lexus LX470, Toyota Land Cruiser 98 - 02 9 дюймов (для авто без монитора);LE 023N;1094;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18744;ок;2;12;0
Toyota;Land Cruiser;2003–2007;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Land Cruiser J105 2003 - 2007 9 дюймов (для авто с МКПП);TOY105MFB;838;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18488;ок;1;12;0
Toyota;Land Cruiser;2003–2007;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Land Cruiser 100, Lexus LX470 2003 - 2007 10 дюймов;TO 279T;823;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18573;ок;2;12;0
Toyota;Land Cruiser;2007–2009;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Установочный комплект для магнитол 9 дюймов в Toyota Land Cruiser 2007 - 2009 Тип C (LZ);IN-TO 116N;14618;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;32268;ок;1;12;0
Toyota;Land Cruiser;2007–2009;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Установочный комплект для магнитол 10 дюймов в Toyota Land Cruiser 2007 - 2009 Тип C KSD;IN-TY1060T;12494;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;30244;ок;1;12;0
Toyota;Land Cruiser;2007–2015;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Land Cruiser 2007 - 2015 10 дюймов;ARCRSD012;1119;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18869;ок;1;12;0
Toyota;Land Cruiser;2007–2015;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Land Cruiser 2007 - 2015 для 12,3 дюйма магнитолы;K130;8242;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;35292;ок;1;12;0
Toyota;Land Cruiser;2010–2012;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Установочный комплект для магнитол 9 дюймов в Toyota Land Cruiser 2010 - 2012 тип A (LZ);IN-TO 117N;16874;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;34524;ок;1;12;0
Toyota;Land Cruiser;2010–2012;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Установочный комплект для магнитол 10 дюймов в Toyota Land Cruiser 2010 - 2012 тип A MK2;IN-TY1058T;10403;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;28153;ок;1;12;0
Toyota;Land Cruiser;2013–2015;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Установочный комплект для магнитол 9 дюймов в Toyota Land Cruiser 2013 - 2015 тип B (LZ);IN-TO 118N;13851;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;31501;ок;1;12;0
Toyota;Land Cruiser;2013–2015;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Установочный комплект для магнитол 10 дюймов в Toyota Land Cruiser 2013 - 2015 тип B MK2;IN-TY1059T;10421;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;28171;ок;1;12;0
Toyota;Land Cruiser;2013–2015;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Установочный комплект для магнитол 12,3 дюйма в Toyota Land Cruiser 2013 - 2015 тип B;K130 PA1+CA-639;17919;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;44969;ок;1;12;0
Toyota;Land Cruiser;2015–2021;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Land Cruiser 2015 - 2021 9 дюймов;TK060;933;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18583;ок;5;12;0
Toyota;Land Cruiser;2021–2026;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Land Cruiser 2021+  для 12,3 дюйма магнитолы;141B;2229;Переходник Андроид магнитолы для Toyota 2020+ (Raize);2800;31429;ок;1;12;0
Toyota;Land Cruiser J70;2007–2023;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Land Cruiser J70 2007 - 2023 9 дюймов (черная);TO 270N;1536;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19186;ок;2;5;0
Toyota;Land Cruiser J70;2024–2026;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка в Toyota Land Cruiser J70 2024+ 9 дюймов;TO 709N;1504;Переходник Андроид магнитолы для Toyota 2020+ (Raize);2800;21304;ок;1;5;0
Toyota;Land Cruiser Prado;1996–2002;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Land Cruiser Prado 1996 - 2002 9 дюймов (правый руль);TO 403N;2473;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;20123;ок;1;13;0
Toyota;Land Cruiser Prado;1996–2002;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Toyota Land Cruiser Prado 1996 - 2002 10 дюймов (правый руль) (орех);FR-TY1003N;7317;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;25067;ок;1;13;0
Toyota;Land Cruiser Prado;2002–2009;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Land Cruiser Prado, Lexus GX 2002 - 2009 9 дюймов;TO 204N;690;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18340;ок;4;13;0
Toyota;Land Cruiser Prado;2002–2009;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Land Cruiser Prado, Lexus GX 02-09 для 12,3 дюйма магнитолы (для авто без монитора);K183 PA1/PA3;8302;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;35352;ок;1;13;0
Toyota;Land Cruiser Prado;2009–2013;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Land Cruiser Prado 2009 - 2013 9 дюймов;TK0145;1279;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18929;ок;1;13;0
Toyota;Land Cruiser Prado;2009–2013;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Land Cruiser Prado 2009 - 2013 для 12,3 дюйма магнитолы;K34 PA1/PA3;6187;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;33237;ок;3;13;0
Toyota;Land Cruiser Prado;2013–2017;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Land Cruiser Prado 2013 - 2017 10 дюймов;TK023;1651;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19401;ок;1;13;0
Toyota;Land Cruiser Prado;2013–2017;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Land Cruiser Prado 2013 — 2017 для 12,3 дюйма магнитолы;K35 PA1/PA3;7615;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;34665;ок;1;13;0
Toyota;Land Cruiser Prado;2017–2020;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Установочный комплект для магнитол 10 дюймов в TLC Prado 2017 - 2020 прав. руль JBL и 360 тип 2;IN-PR0307-2;12516;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;30266;ок;2;13;0
Toyota;Land Cruiser Prado;2017–2024;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Land Cruiser Prado 2017+ 10 дюймов;TK0307;1883;Переходник Андроид магнитолы для Toyota 2012-2024 (Raize);2800;21783;ок;1;13;0
Toyota;Land Cruiser Prado;2017–2024;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Land Cruiser Prado 2017+ для 12,3 дюйма магнитолы;K36 PA2/PA4;6149;Переходник Андроид магнитолы для Toyota 2012-2024 (Raize);2800;35349;ок;1;13;0
Toyota;Land Cruiser Prado;2024–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Toyota Land Cruiser Prado 2024+ 10 дюймов (левый руль);TO 747T;1769;Переходник Андроид магнитолы для Toyota 2020+ (Raize);2800;21669;ок;1;13;0
Toyota;Mark;2000–2004;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Mark 110, Verossa 2000 - 2004 9 дюймов;TO 258N;807;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18457;ок;1;5;0
Toyota;Mark X;2004–2009;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Mark X 2004 - 2009 9 дюймов (правый руль);TO 532N;1239;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18889;ок;1;6;0
Toyota;Mark X;2004–2009;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Mark X 2004 - 2009 10 дюймов (правый руль);TO 328T;4213;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;21963;ок;1;6;0
Toyota;Mark X;2009–2019;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Mark X, Reiz 2009 - 2019 9 дюймов;TO 175N;1263;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18913;ок;1;6;0
Toyota;Mark X;2009–2019;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Установочный комплект для магнитол 10 дюймов в Toyota Mark X 2009 - 2019 тип2;IN-TO 104T;3199;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;20949;ок;1;6;0
Toyota;Matrix;2003–2008;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Matrix 2003 - 2008 9 дюймов;TO 521N;1841;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19491;ок;1;5;0
Toyota;Noah;2001–2007;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Noah, Voxy 2001 - 2007 9 дюймов;TO 365N;2442;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;20092;ок;1;5;0
Toyota;Noah;2007–2013;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Noah, Voxy 2007 - 2013 9 дюймов;TO 664N;972;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18622;ок;1;5;0
Toyota;Noah;2007–2013;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Noah, Voxy 2007 - 2013 10 дюймов;TO 333T;922;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18672;ок;1;5;0
Toyota;Noah;2014–2021;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Noah, Esquire, Voxy 2014 - 2021 9 дюймов;TO 271N;1321;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18971;ок;1;5;0
Toyota;Noah;2014–2021;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Noah, Esquire, Voxy 2014 - 2021 10 дюймов;TO 247T;1238;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18988;ок;2;5;0
Toyota;Noah;2014–2021;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Noah, Esquire, Voxy 2014 - 2021 для 12,3 дюйма магнитолы;K250+K328;9685;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;36735;ок;1;5;0
Toyota;Noah;2022–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Noah, Voxy 2022+ 10 дюймов Тип2;TO 621T;2187;Переходник Андроид магнитолы для Toyota 2020+ (Raize);2800;22087;ок;1;5;0
Toyota;Opa;2002–2005;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Opa 2002 - 2005 10 дюймов;TO 442T;1488;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19138;ок;1;5;0
Toyota;Passo;2006–2010;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Passo 2004 - 2010 10 дюймов;PR 030T;1218;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18968;ок;1;6;0
Toyota;Passo;2008–2012;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Passo Sette 2008 - 2012 9 дюймов;TO 537N;2058;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19708;ок;1;6;0
Toyota;Passo;2016–2025;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Daihatsu Boon, Toyota Passo 2016+ 9 дюймов;TO 424N;1636;Переходник Андроид магнитолы для Toyota 2012+ (BC2);3310;21946;ок;1;6;0
Toyota;Porte;2004–2012;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Porte 2004 - 2012 10 дюймов;TO 493T;2183;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19933;ок;1;5;0
Toyota;Porte;2012–2020;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Spade 2012+, Porte 2012 - 2020 9 дюймов;TO 405N;871;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18521;ок;1;5;0
Toyota;Premio;2001–2007;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Premio, Allion 2001 - 2007 9 дюймов;TO 225N;1452;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19102;ок;1;5;0
Toyota;Premio;2007–2017;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Premio, Allion 2007 - 2017 9 дюймов;TK539;1123;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18773;ок;1;5;0
Toyota;Premio;2017–2026;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Premio, Allion 2017+ 10 дюймов;TO 330T;1253;Переходник Андроид магнитолы для Toyota 2012-2024 (Raize);2800;21053;ок;1;5;0
Toyota;Prius;2003–2011;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Prius (20) 2003 - 2011 9 дюймов;TK1015;1500;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19150;ок;1;7;0
Toyota;Prius;2009–2015;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Prius 2009 - 2015 9 дюймов (черная) (левый руль);TO 284N, TO 2;515;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18165;ок;6;7;0
Toyota;Prius;2009–2015;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Prius 2009 - 2015 10 дюймов для авто с HUD (правый руль);TO 280T;1626;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19376;ок;3;7;0
Toyota;Prius;2015–2018;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Prius 2015 - 2018 9 дюймов;TO 288N;760;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18410;ок;1;7;0
Toyota;Prius;2018–2023;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Prius 2018 - 2023 9 дюймов;TO 380N;1521;Переходник Андроид магнитолы для Toyota 2012-2024 (Raize);2800;21321;ок;1;7;0
Toyota;Prius;2018–2023;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Toyota Prius 2018 - 2023 10 дюймов;TO 371T;2125;Переходник Андроид магнитолы для Toyota 2012-2024 (Raize);2800;22025;ок;1;7;0
Toyota;Prius;2022–2026;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка в Toyota Prius 2022+ 10 дюймов (правый руль);TO 740T;1940;Переходник Андроид магнитолы для Toyota 2020+ (Raize);2800;21840;ок;1;7;0
Toyota;Prius A;2011–2014;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Prius A 2011 - 2014 9 дюймов (правый руль);TO 296N;1085;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18735;ок;1;6;0
Toyota;Prius A;2014–2021;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Prius A 2014 - 2021 9 дюймов (правый руль);TO 462N;2069;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19719;ок;1;6;0
Toyota;Probox;2002–2014;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Probox, Succeed 2002 - 2014 9 дюймов;TO 428N;1028;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18678;ок;1;5;0
Toyota;Probox;2014–2020;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Probox, Succeed 2014+ 9 дюймов;TO 429N;1297;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18947;ок;1;5;0
Toyota;Progres;1998–2007;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Progres 1998 - 2007 9 дюймов взамен верхнего дисплея;TO 526N;1911;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19561;ок;1;5;0
Toyota;RAV4;2000–2005;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota RAV4 2000 - 2003 9 дюймов;TO 314N;1059;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18709;ок;1;8;0
Toyota;RAV4;2003–2005;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota RAV4 2003 - 2005 9 дюймов;TO 508N;1275;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18925;ок;1;8;0
Toyota;RAV4;2006–2012;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota Rav4, Vanguard 2006 - 2012 9 дюймов;TK530;739;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18389;ок;1;8;0
Toyota;RAV4;2006–2012;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota Rav4, Vanguard 2006 - 2012 10 дюймов;AYRAVG013;1280;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;19030;ок;1;8;0
Toyota;RAV4;2006–2012;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Переходная рамка в Toyota Rav4, Vanguard 2006 - 2012 для 12,3 дюйма магнитолы Тип2;K279+K328+7#-002;6317;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;33367;ок;2;8;0
Toyota;RAV4;2012–2019;"9""";Андроид магнитола FYT 7862S, 9″, 4/64 ГБ, QLED 2K;17000;Переходная рамка для Toyota RAV4 2012 - 2019 9 дюймов;TK 435;659;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18309;ок;1;8;0
Toyota;RAV4;2012–2019;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota RAV4 2012 - 2019 10 дюймов;TK021;829;Переходник Андроид магнитолы для Toyota 1989-2022 года;650;18579;ок;1;8;0
Toyota;RAV4;2019–2023;"12,3""";Андроид магнитола FYT 7862S, 12,3″, 8/128 ГБ, QLED;26400;Крышка для установки 12,3 дюйма рамки в Toyota RAV4 2019 - 2023 (для авто с внутреннего китайского рынка);063B;3282;Переходник Андроид магнитолы для Toyota 2012-2024 (Raize);2800;32482;ок;1;8;0
Toyota;RAV4;2019–2025;"10""";Андроид магнитола FYT 7862S, 10″, 4/64 ГБ, QLED 2K;17100;Переходная рамка для Toyota RAV4 2019+ 10 дюймов Тип3;TK 542A;1140;Переходник Андроид магнитолы для Toyota 2018+;3102;21342;ок;1;8;0
